,N,Max,Min,deviation,Class
95,9.0,0.447689190248,0.00218250823281,0.248441009678,1.0
96,8.0,0.475568915559,0.0951358853112,0.243543923103,1.0
97,10.0,0.477454283915,0.00205754449609,0.245811361849,1.0
98,9.0,0.555582192938,0.00721290104033,0.183216211995,1.0
99,8.0,0.45979982545,0.00549491968041,0.214742257537,1.0
100,8.0,0.380595918651,0.0255237036976,0.203059811174,1.0
101,9.0,0.474185071529,0.00507604879533,0.2445227674,1.0
102,8.0,0.428929685244,0.00825921333514,0.221475036695,1.0
103,9.0,0.451357111866,0.000294412596648,0.247049405756,1.0
104,8.0,0.356446734571,0.049927404513,0.21981194534,1.0
105,8.0,0.424503120865,0.00827675429584,0.203034376007,1.0
106,8.0,0.411282245793,0.0254045989556,0.231568960714,1.0
107,9.0,0.441518489752,0.00165176547724,0.245189609695,1.0
108,8.0,0.427327189785,0.0102340590464,0.221279748575,1.0
109,9.0,0.449718143726,0.0152303815039,0.245159881602,1.0
110,9.0,0.455265493858,0.0129577964958,0.244362195902,1.0
111,10.0,0.456073371232,0.00852744431294,0.267465407607,1.0
112,9.0,0.465771597807,0.00313982565144,0.251268856735,1.0
113,9.0,0.502040224322,0.00963745271506,0.221473362588,1.0
114,9.0,0.434205397652,0.000990357195484,0.247291421049,1.0
115,10.0,0.66319970579,0.0154758458647,0.334858829965,0.0
116,9.0,0.449176264142,0.0191548387973,0.249403293121,1.0
117,8.0,0.379959810435,0.0492393640076,0.218285980211,1.0
118,10.0,0.489317091357,0.0662548952268,0.254866175742,1.0
119,9.0,0.497918893321,0.0103404554621,0.209896255864,1.0
120,11.0,0.563785315593,0.000189342613429,0.233530417739,1.0
121,8.0,0.346233569713,0.00437317391494,0.189614007433,1.0
122,10.0,0.457691096497,0.00606267454152,0.263243747931,1.0
123,9.0,0.46854357587,0.00796885187148,0.240131085939,1.0
124,10.0,0.476099367188,0.000448890623971,0.265858743489,1.0
125,8.0,0.441771316468,0.0131595421532,0.222356583072,1.0
126,9.0,0.464496263095,0.0073745136649,0.239050979891,1.0
127,8.0,0.375512789648,0.0892400644265,0.219904422508,1.0
128,9.0,0.465673760448,0.0137635962459,0.239191066862,1.0
129,8.0,0.393753720253,0.0370491471654,0.217213787731,1.0
130,10.0,0.523548714249,0.0674937104386,0.295117131948,1.0
131,8.0,0.414275415231,0.0193431252135,0.219998011568,1.0
132,11.0,0.506577245693,0.12996742357,0.330110567428,1.0
133,9.0,0.444399264984,0.00304144831405,0.24502294606,1.0
134,9.0,0.449350540199,0.00101763553246,0.247525238219,1.0
135,8.0,0.455349712901,0.0100597044658,0.215298249766,1.0
136,9.0,0.450300347906,0.040937188334,0.248452898193,1.0
137,8.0,0.337202828894,0.0993142198998,0.219973858905,1.0
138,10.0,0.534844188334,0.0825653732496,0.28613768461,1.0
139,8.0,0.334437371169,0.0599724232927,0.224781183299,1.0
140,10.0,0.456409890905,0.0204004657304,0.254743126646,1.0
141,9.0,0.432554875343,0.0195789099366,0.261555532168,1.0
142,8.0,0.406862446218,0.0048763512607,0.205164810498,1.0
143,8.0,0.364494792293,0.0190383289738,0.191766560633,1.0
144,10.0,0.536688301865,0.0162869531101,0.261112092404,1.0
145,8.0,0.350915319854,0.0282100767708,0.219878099153,1.0
146,9.0,0.458359879041,0.00572826352836,0.2408657601,1.0
147,10.0,0.632226115438,0.0561937424375,0.248023051641,1.0
148,8.0,0.419578212725,0.0125951712921,0.218456650075,1.0
149,8.0,0.444433690807,0.00157761387675,0.191805578895,1.0
150,8.0,0.414916900803,0.0342594762551,0.223133956173,1.0
151,8.0,0.481738862077,0.0437207312905,0.25273298165,1.0
152,8.0,0.270362519769,0.173870059684,0.220601963006,1.0
153,8.0,0.431660916562,0.00677835171907,0.220819140097,1.0
154,8.0,0.347254940909,0.104202496372,0.22572871864,1.0
155,9.0,0.466179433907,0.000102058177088,0.23781106652,1.0
156,8.0,0.353678792314,0.0734873799701,0.224412114136,1.0
157,9.0,0.486985448384,0.00426762226918,0.250587190045,1.0
158,8.0,0.277392734852,0.0236845809905,0.100275456782,1.0
159,9.0,0.533407918599,0.0243962501251,0.258511943318,1.0
160,9.0,0.45344033567,0.000430744953273,0.24015087447,1.0
161,10.0,0.512206972449,0.0138108581642,0.278406149601,1.0
162,10.0,0.489710155728,0.0184509817793,0.272209197107,1.0
163,9.0,0.437853902322,0.0798909846317,0.250993763164,1.0
164,8.0,0.271527943556,0.167975399658,0.219974454998,1.0
165,9.0,0.469748902586,0.00475389543757,0.251078516618,1.0
166,8.0,0.388481509806,0.060090780999,0.224286145403,1.0
167,9.0,0.449066063607,0.0319010882825,0.245096365651,1.0
168,8.0,0.392589871082,0.0452431779355,0.21817315627,1.0
169,9.0,0.451184479983,0.0391855335141,0.240774775854,1.0
170,8.0,0.403544012521,0.0036366036705,0.245290120567,1.0
171,8.0,0.414057587984,0.00350715375116,0.209835318718,1.0
172,9.0,0.446425251727,0.00636266210159,0.236701382727,1.0
173,8.0,0.439940653866,0.0324634830722,0.209043243096,1.0
174,10.0,0.470395170715,0.000251197997455,0.265914212117,1.0
175,8.0,0.422691121607,0.0201862630675,0.221438692337,1.0
176,10.0,0.509034783841,0.00290618428197,0.263932989126,1.0
177,8.0,0.431903073634,0.00307435819249,0.217363213312,1.0
178,10.0,0.468026783567,0.00351432037029,0.256148301647,1.0
179,8.0,0.366499373338,0.0682499601957,0.219444287451,1.0
180,9.0,0.512750614548,0.00898165443501,0.269281510379,1.0
181,8.0,0.350818711058,0.102347372622,0.222363220452,1.0
182,9.0,0.475787117207,0.0108575343543,0.214639033314,1.0
183,8.0,0.271955663952,0.155302840847,0.219973015329,1.0
184,8.0,0.392487882169,0.0357664967834,0.214127189476,1.0
185,8.0,0.399657246637,0.00660834406106,0.231775051814,1.0
186,10.0,0.464553304677,0.00174439604561,0.268876480727,1.0
187,8.0,0.422692850553,0.0597453770081,0.219916494349,1.0
188,9.0,0.440216435567,0.0275254687897,0.240487809078,1.0
189,8.0,0.390427964661,0.0695104517497,0.223973011359,1.0
190,10.0,0.458377694869,0.0102837761301,0.266363923757,1.0
191,9.0,0.456902002263,0.000540074503729,0.243450206591,1.0
192,8.0,0.366109243163,0.073617393672,0.219863318418,1.0
193,8.0,0.33233700258,0.0633816077395,0.224645059982,1.0
194,10.0,0.445713121243,0.00366690558577,0.266287563247,1.0
195,8.0,0.324975299447,0.0808584829195,0.219981046288,1.0
196,9.0,0.443143403773,0.0747042015823,0.244757216784,1.0
197,9.0,0.516457090701,0.024820524779,0.240666901954,1.0
198,9.0,0.468957856012,0.0365056482653,0.244217442553,1.0
199,8.0,0.425351665996,0.0114450983712,0.244907330981,1.0
200,9.0,0.718607181569,0.0139413520929,0.262160366841,1.0
201,8.0,0.442673268398,0.00652695543985,0.22097201396,1.0
202,8.0,0.368537880848,0.0609817235947,0.221914081914,1.0
203,8.0,0.327016001988,0.0584268352529,0.192721418621,1.0
204,9.0,0.456862588148,0.00792760206833,0.246710635895,1.0
205,9.0,0.4553815132,0.000474066675823,0.23883711239,1.0
206,10.0,0.450346811329,0.00681252484268,0.265056325272,1.0
207,8.0,0.365109430787,0.133123733704,0.224919650532,1.0
208,9.0,0.448266440355,0.0165734448052,0.241486485438,1.0
209,8.0,0.31244234907,0.144264777379,0.225869404311,1.0
210,8.0,0.256222391142,0.180899527742,0.220598557571,1.0
211,8.0,0.309773885407,0.125302261986,0.220520314293,1.0
212,8.0,0.382177678525,0.0751750089785,0.226096170492,1.0
213,8.0,0.41100249165,0.0129020814663,0.219987374057,1.0
214,10.0,0.458369166762,0.0256309947936,0.273734120729,1.0
215,8.0,0.394018449734,0.0334602460199,0.221732761738,1.0
216,8.0,0.310818498929,0.127984132059,0.219401315494,1.0
217,8.0,0.429592842458,0.0624080109481,0.209006008355,1.0
218,10.0,0.422722576502,0.0700968480646,0.285182718682,1.0
219,8.0,0.30898197447,0.125674476718,0.219434450738,1.0
220,10.0,0.513207273276,0.00394649006464,0.28300133235,1.0
221,10.0,0.505071531204,0.00793952011527,0.266107664188,1.0
222,10.0,0.427816257442,0.0817454859732,0.275468809164,1.0
223,9.0,0.427482753672,0.0137110748327,0.242918772628,1.0
224,9.0,0.448158732555,0.00589502750931,0.245730878667,1.0
225,8.0,0.429538861841,0.0920880110129,0.21987596096,1.0
226,9.0,0.573082155443,0.047602295783,0.264699639609,1.0
227,8.0,0.407211205314,0.0141642642302,0.216325403416,1.0
228,8.0,0.387387805577,0.011439108394,0.219980558119,1.0
229,8.0,0.368289167,0.0701760528493,0.220602360984,1.0
230,8.0,0.435454454787,0.0187846479923,0.22711955139,1.0
231,8.0,0.330302035614,0.101033998573,0.219355543248,1.0
232,10.0,0.536768849949,0.0293280131698,0.275808991336,1.0
233,9.0,0.428685591231,0.0137099882616,0.243115518046,1.0
234,8.0,0.366728412783,0.00123821301215,0.165049711142,1.0
235,8.0,0.36633249958,0.01828565857,0.229950528899,1.0
236,9.0,0.472882394413,0.00149014891622,0.24512933079,1.0
237,8.0,0.391132286931,2.13683870011e-05,0.189427943485,1.0
238,9.0,0.536056701377,0.00759260134078,0.271211454964,1.0
239,8.0,0.400523216195,0.0356015570842,0.218062386639,1.0
240,9.0,0.45054188863,0.0660774230407,0.253778862988,1.0
241,8.0,0.297596558597,0.161251921251,0.219979834816,1.0
242,9.0,0.490421398344,0.00254436239872,0.250571513785,1.0
243,8.0,0.409647817661,0.0273618911082,0.219976657069,1.0
244,10.0,0.504645454226,0.0498862032152,0.268041609157,1.0
245,8.0,0.406436657481,0.02119069632,0.238366701532,1.0
246,9.0,0.656159314719,0.0116782103206,0.155867854004,1.0
247,8.0,0.373735571953,0.081106264329,0.231740947534,1.0
248,10.0,0.467079684407,0.0198270062389,0.268621868819,1.0
249,8.0,0.388649990881,0.0494002577436,0.219025124312,1.0
250,8.0,0.293936773249,0.134553906955,0.214451568652,1.0
251,8.0,0.373355242972,0.0399991188445,0.217172617703,1.0
252,9.0,0.46604824734,0.00374009307585,0.245860796453,1.0
253,8.0,0.315586997228,0.109345577306,0.214705497638,1.0
254,9.0,0.443011976166,0.00626379633323,0.244473261212,1.0
255,9.0,0.441852077076,0.00867999492352,0.243288473355,1.0
256,9.0,0.456524218132,0.040713569532,0.243999593479,1.0
257,8.0,0.392021558689,0.0366696194548,0.218205173447,1.0
258,10.0,0.456256155803,0.00279866226709,0.264419339807,1.0
259,9.0,0.448824607849,0.00128973719049,0.242632302245,1.0
260,9.0,0.465200734736,0.00690340688453,0.240589249935,1.0
261,8.0,0.393480128663,0.154197215716,0.259276904285,1.0
262,9.0,0.472178603059,0.0282065014231,0.235678727575,1.0
263,8.0,0.392267064601,0.0500732866785,0.215921297537,1.0
264,8.0,0.329287134872,0.0814602788885,0.225306119186,1.0
265,8.0,0.366984485966,0.0633446840525,0.215164585009,1.0
266,8.0,0.38587722329,0.063839733646,0.224858478468,1.0
267,8.0,0.339202975532,0.0670969178617,0.219979822679,1.0
268,9.0,0.450337937369,0.0142648976435,0.245333571578,1.0
269,8.0,0.333512712674,0.0458150478543,0.17469748714,1.0
270,9.0,0.491412604485,0.0117593358465,0.246760667549,1.0
271,8.0,0.337685886614,0.079519912288,0.219955908991,1.0
272,9.0,0.444226379209,0.0453785858134,0.241585647495,1.0
273,8.0,0.294443163212,0.171229146798,0.219910637144,1.0
274,10.0,0.478953656126,0.0592089919815,0.286184962076,1.0
275,8.0,0.338191225987,0.0209341548751,0.219885516018,1.0
276,8.0,0.361017712272,5.50596825746e-05,0.180536385977,1.0
277,8.0,0.433308556837,0.0172886585823,0.223209012606,1.0
278,8.0,0.370029878305,0.0200392654584,0.210133362498,1.0
279,8.0,0.428785413702,0.0159206546118,0.219135739689,1.0
280,10.0,0.457554545245,0.00297410219455,0.262602462627,1.0
281,8.0,0.371090217613,0.0652666886232,0.220385065635,1.0
282,9.0,0.441142804856,0.00578656026943,0.244264497005,1.0
283,8.0,0.369567296403,0.0389621221274,0.219983916405,1.0
284,9.0,0.461479722782,0.0118005280158,0.223682861114,1.0
285,8.0,0.46068520388,0.0129046052826,0.219944467488,1.0
286,9.0,0.46551316165,0.00036351971718,0.251360204773,1.0
287,8.0,0.564323355828,0.00209088255463,0.191748330681,1.0
288,10.0,0.453342705271,4.80407898261e-05,0.265031098795,1.0
289,9.0,0.46945337915,0.0216832633943,0.276405052747,1.0
290,8.0,0.342741602963,0.0017132287209,0.189512570242,1.0
291,8.0,0.286693332762,0.122567352419,0.216936199523,1.0
292,9.0,0.456600139472,0.000143038254954,0.24473690431,1.0
293,8.0,0.347814435374,0.0112714030745,0.219809648379,1.0
294,10.0,0.514643259071,0.0186320821117,0.226592674538,1.0
295,9.0,0.44831631101,0.0135311166456,0.245023791978,1.0
296,9.0,0.471666381906,0.0777612639212,0.245475990653,1.0
297,9.0,0.516447943027,0.0416582878968,0.241014883862,1.0
298,11.0,0.638097285218,0.0162368596199,0.2679580814,1.0
299,10.0,0.448229872069,0.0565709601388,0.28806730898,1.0
300,8.0,0.382998122689,0.0319330337007,0.212403007931,1.0
301,8.0,0.384529946173,0.0453572035,0.219995009953,1.0
302,8.0,0.38568226106,0.049349420522,0.220909210703,1.0
303,8.0,0.261831735225,0.177873064763,0.219852399994,1.0
304,9.0,0.454016700154,0.00758914457683,0.245926014427,1.0
305,8.0,0.391012824356,0.024062799845,0.222624004546,1.0
306,8.0,0.307209675328,0.126327088215,0.214400024175,1.0
307,8.0,0.280723305677,0.160012391641,0.220367848659,1.0
308,9.0,0.655111831154,0.000954540492007,0.248483198532,1.0
309,8.0,0.372152744174,0.0524960241232,0.214605761326,1.0
310,13.0,0.674965444865,0.0849478628478,0.331053036199,1.0
311,9.0,0.445193771264,0.000733185317777,0.2433818488,1.0
312,8.0,0.435721668332,0.0380158292099,0.219972568297,1.0
313,9.0,0.458432644469,0.00965031001057,0.242587023785,1.0
314,9.0,0.463093425758,0.00823183468396,0.245609262806,1.0
315,10.0,0.463866391183,0.00750747396862,0.266513533982,1.0
316,8.0,0.387308959434,0.0170376321886,0.219938275085,1.0
317,10.0,0.480063850073,0.000198839764659,0.26580343332,1.0
318,8.0,0.40003251928,0.0106123013423,0.204307414489,1.0
319,10.0,0.4948151589,0.00610011300663,0.268505910443,1.0
320,9.0,0.439243540596,0.0195574961724,0.246857749687,1.0
321,10.0,0.466665505847,0.0280874233131,0.273956653128,1.0
322,8.0,0.348781254046,0.0980754546867,0.219937008074,1.0
323,9.0,0.479859323948,0.0277772659855,0.237701173603,1.0
324,9.0,0.47270655057,0.0388491067172,0.252806072471,1.0
325,9.0,0.486706872351,0.00427449844069,0.250578463648,1.0
326,9.0,0.490510348,0.0215879631107,0.22265922316,1.0
327,9.0,0.450428713598,0.00763363850825,0.247285325977,1.0
328,8.0,0.352739868169,0.114828430754,0.21706911171,1.0
329,8.0,0.394387348265,0.109520790628,0.2585944779,1.0
330,10.0,0.466628836836,0.00174266392157,0.266076229001,1.0
331,8.0,0.414483961642,0.0132603621057,0.225438885728,1.0
332,11.0,0.567650023055,0.0302410808405,0.298659713268,1.0
333,9.0,0.446384601959,0.00117635941289,0.242053175991,1.0
334,8.0,0.390879428328,0.00884247465407,0.19287348913,1.0
335,8.0,0.375786703429,0.0146509465377,0.210206360463,1.0
336,11.0,0.486609208778,0.00093759621686,0.276398850811,1.0
337,9.0,0.451725335099,0.14880019993,0.306711844871,1.0
338,9.0,0.484845502249,0.000674836680677,0.253557759217,1.0
339,8.0,0.465259872789,0.00104185906372,0.202754430016,1.0
340,10.0,0.462635629114,0.00027393901628,0.263704967566,1.0
341,8.0,0.381004382132,0.035404606311,0.208204494222,1.0
342,9.0,0.427966078535,0.0529603452824,0.243045796929,1.0
343,8.0,0.318308972984,0.123790811212,0.221049892098,1.0
344,9.0,0.615022386357,0.117494745433,0.298474571462,0.0
345,9.0,0.441971489406,0.00691585771777,0.245363408614,1.0
346,8.0,0.360756355969,0.0264901099139,0.214384712665,1.0
347,8.0,0.365926989482,0.0653643562489,0.217023370984,1.0
348,10.0,0.431648496257,0.0477529669826,0.28759448411,1.0
349,9.0,0.473432105604,0.00118254365512,0.251179246512,1.0
350,10.0,0.528031201063,0.00666966282738,0.275697727048,1.0
351,8.0,0.355494707742,0.135837919929,0.219913457038,1.0
352,8.0,0.378115445041,0.00462338685936,0.19136941595,1.0
353,8.0,0.337981719277,0.0285496944592,0.219912568914,1.0
354,9.0,0.472419315156,0.000959801001546,0.242514453073,1.0
355,8.0,0.334372580076,0.120465512769,0.225212857779,1.0
356,9.0,0.453308310806,0.027387773099,0.244188615133,1.0
357,8.0,0.324469870509,0.107662779602,0.219414841238,1.0
358,9.0,0.480554977943,0.0074304031618,0.248589476949,1.0
359,9.0,0.462551853747,0.0437650280718,0.227073800188,1.0
360,9.0,0.464512447697,0.0619757970127,0.270787725504,1.0
361,8.0,0.429713218523,0.0127751948738,0.192853405305,1.0
362,8.0,0.301225239229,0.154266267501,0.225743820265,1.0
363,8.0,0.406472163753,0.0186541461794,0.219989215555,1.0
364,9.0,0.445939746459,0.00291636726394,0.244328982306,1.0
365,8.0,0.341805849415,0.080752221004,0.221838828679,1.0
366,9.0,0.461299469095,0.0265789956374,0.257192662751,1.0
367,9.0,0.463299061659,0.00670344828905,0.244312347819,1.0
368,9.0,0.454225884489,0.022906523969,0.250069361709,1.0
369,8.0,0.357780117493,0.0454151414055,0.209426443184,1.0
370,9.0,0.433994594178,0.0034432769945,0.247288685423,1.0
371,8.0,0.397158876347,0.062044631329,0.225814078354,1.0
372,9.0,0.443073067789,0.00540211697504,0.245872303014,1.0
373,8.0,0.385141724362,0.0805210580478,0.219946305379,1.0
374,9.0,0.478037648845,0.0108066058615,0.250967609725,1.0
375,8.0,0.399410587885,0.106425086077,0.224863476994,1.0
376,10.0,0.730877078147,0.040159603686,0.293746679488,0.0
377,9.0,0.460918747866,0.0144981539215,0.239141904311,1.0
378,10.0,0.604659851769,0.013196665739,0.285082308188,0.0
379,8.0,0.383962434358,0.0142719574199,0.186136626115,1.0
380,10.0,0.535266519886,0.0232808970175,0.288948101097,1.0
381,10.0,0.484860078597,0.0221857829935,0.258750288523,1.0
382,9.0,0.485735251245,0.0136239870292,0.21915207999,1.0
383,10.0,0.529220883881,0.0872984953458,0.316248309225,1.0
384,9.0,0.567520473583,0.0151029270635,0.191631837876,1.0
385,8.0,0.309424445765,0.0291863145812,0.147415644237,1.0
386,8.0,0.29361890865,0.14517450865,0.224822320161,1.0
387,9.0,0.450596650517,0.00557696516862,0.239290109902,1.0
388,8.0,0.224138994631,0.00483073595534,0.108691523043,1.0
389,10.0,0.474915504577,0.00128688555995,0.264261854675,1.0
390,9.0,0.453358106722,0.00291604099243,0.245237917484,1.0
391,10.0,0.498516826489,0.0232169892805,0.280141686032,1.0
392,9.0,0.456579867822,0.00635247318099,0.248077714273,1.0
393,9.0,0.487066107024,0.00683344718327,0.251150382326,1.0
394,9.0,0.437364193709,0.0401023451455,0.224032099279,1.0
395,9.0,0.489965426339,0.00151701878004,0.226092682073,1.0
396,8.0,0.279351032124,0.0228533022739,0.151102167199,1.0
397,9.0,0.459072577612,0.03293957712,0.244606273012,1.0
398,8.0,0.398377037092,0.0149925242379,0.222802723778,1.0
399,8.0,0.394673400657,0.0811661367634,0.219978494924,1.0
400,8.0,0.448252463162,0.0189048044057,0.199615356734,1.0
401,9.0,0.446983376379,0.00220092177682,0.241415934919,1.0
402,8.0,0.301308610951,0.0322424427883,0.203154965444,1.0
403,9.0,0.436388556652,0.0410429313566,0.241692474493,1.0
404,8.0,0.406260846137,0.0874912546467,0.231397358385,1.0
405,8.0,0.341382611962,0.0373811622586,0.20940172688,1.0
406,8.0,0.340045685085,0.082462699573,0.221844049743,1.0
407,8.0,0.431351343534,0.0010953020415,0.223959801472,1.0
408,8.0,0.408220449687,0.0361848716751,0.219191059964,1.0
409,9.0,0.482117374583,0.0187846656108,0.245845981482,1.0
410,8.0,0.376889461314,0.0494415786268,0.219997883973,1.0
411,9.0,0.450091816815,0.0104761089626,0.246531466769,1.0
412,8.0,0.315337734065,0.0906625813984,0.219981230412,1.0
413,8.0,0.349282114324,0.0797258331389,0.214503973732,1.0
414,8.0,0.412875320089,0.0135381306044,0.222673933637,1.0
415,10.0,0.468581312223,0.018912130117,0.266479354906,1.0
416,9.0,0.450965939799,0.0018587919403,0.240371304346,1.0
417,10.0,0.541310187059,0.0857139594069,0.340685878396,1.0
418,8.0,0.335751271036,0.0945470079091,0.221772371861,1.0
419,9.0,0.471656432414,0.0464034194264,0.251927122215,1.0
420,9.0,0.45555454014,0.0352316876116,0.246151373267,1.0
421,10.0,0.510185102192,0.0194321038607,0.264161239896,1.0
422,9.0,0.454773077386,0.00207170592437,0.245245443793,1.0
423,9.0,0.440268587291,0.00608300275848,0.252593147674,1.0
424,8.0,0.353033367356,0.0789107018433,0.217674484979,1.0
425,10.0,0.458432162721,0.0120878666821,0.265454458649,1.0
426,8.0,0.415853728799,0.009794167556,0.210204876124,1.0
427,9.0,0.443835070961,0.00570051024678,0.245740791878,1.0
428,8.0,0.48149618356,0.108211806775,0.236140324578,1.0
429,8.0,0.365073952781,0.117621268707,0.223160806214,1.0
430,8.0,0.36286856495,0.134863759771,0.224652522277,1.0
431,10.0,0.498339062398,0.0190187858832,0.273996687706,1.0
432,8.0,0.362294283575,0.0917193999049,0.224923257294,1.0
433,9.0,0.462394595113,0.00452543977801,0.248609093048,1.0
434,8.0,0.43321453498,0.0175707366986,0.218014911617,1.0
435,9.0,0.449990318745,0.0020555962665,0.242247426136,1.0
436,8.0,0.352944033751,0.0884727382632,0.220708386007,1.0
437,9.0,0.438845653714,0.007101612502,0.244315697051,1.0
438,9.0,0.46937740878,0.000250015849029,0.234039795389,1.0
