,event,TrackID,bef/aft,N,Max_1,Min_1,deviation_1,Max_0,Min_0,deviation_0,Class
200,2138,1,0,9,1.3237229512854154,0.67329296052110932,0.98943161546758107,0.054100702416839092,0.004344678419330783,0.021504799704966465,1.0
201,2138,2,0,9,1.02635171120584,0.025874648080385549,0.87847145723040088,0.011509659744123237,0.0038259899407436238,0.0071515882461606166,1.0
202,2138,1,1,9,1.0792334130401782,0.23160149852969927,0.89266483525327955,0.03629026520091428,0.0058336045727003794,0.018767087133482945,1.0
203,2138,2,1,8,1.0592463248787725,0.94327046228219713,1.002719387267569,0.0085033583207220764,0.004847337403861951,0.0063561743952832671,1.0
204,1116,1,0,10,1.1891714491119778,0.3025630189008271,0.87529293369188399,0.072043554396995252,0.003790733479912281,0.027889018982649155,1.0
205,1116,2,0,10,1.0918605333550635,0.90727029361273226,1.0044055375233372,0.010374187725416165,0.00026090689976515646,0.0050538266053524973,1.0
206,1116,1,1,9,1.2647369566778968,0.67912836945302346,0.99618881896530054,0.068638036003421471,0.016722920940768493,0.042844012744900933,1.0
207,1116,2,1,8,1.0311448118023194,0.97109062002076951,0.99984124900589511,0.0061933900587447244,0.0031358576770456337,0.0046813610769534768,1.0
208,1629,1,0,9,1.0784794023801418,0.20346454966823146,0.91012223196476882,0.019154600036805358,0.0050635530276536694,0.012136181413354692,1.0
209,1629,2,0,8,1.0231930107598008,0.9488195860944838,0.99401628946280107,0.0074101044221943912,0.00077842191090633783,0.0032009652901045151,1.0
210,1629,1,1,9,1.0577209091297923,0.61654711114848137,0.92089946027192071,0.02488739354122603,0.0024402148026148041,0.015478878474864174,1.0
211,1629,2,1,8,1.049901580454788,0.95988181928131455,1.0029873993448342,0.0044534070102899559,0.0014940756304852587,0.0032738347739532233,1.0
212,606,1,0,9,1.3007004541700753,0.68012837201621068,0.95220273870142769,0.06469572377369015,0.0074071001375817791,0.023038457330188295,1.0
213,606,1,1,8,1.3516439944464633,0.048248756467262503,0.85504696539658576,0.10689868507805603,0.031850808990926405,0.065004576031981398,1.0
214,606,2,1,8,1.9810053018930553,0.039188488989391826,0.90454463831019805,0.10943284762691208,0.017376610970380402,0.07564212231927217,1.0
215,1637,1,0,9,1.133930904729215,0.34323234036691586,0.93304327306442425,0.03124461856777519,0.0015232302861118985,0.012557178843967952,1.0
216,1637,2,0,8,1.1510581519994028,0.76605746190438961,0.95086283362296553,0.028051474564943751,0.0082485133754768916,0.020096055473175757,1.0
217,1637,1,1,10,1.7724349299344704,0.16177800441466372,0.96713533427215237,0.016492464247035488,0.0013015347016379589,0.0081861324601181507,1.0
218,1637,2,1,8,1.1100734437877571,0.85907833954680091,0.99053479937155742,0.043203623699551386,0.0020016436799582711,0.015634237884227263,1.0
219,608,1,0,10,2.3870488486208621,0.048051595617139578,1.097792151279446,0.063249294210135254,0.0044048034792643909,0.03224886167738357,1.0
220,608,2,0,8,1.1053632389706181,0.97328712001264883,1.0227036256005522,0.0072277108720183586,0.00029304786471595363,0.0047636081401819033,1.0
221,608,1,1,10,1.8596326287401601,0.51533400515492067,1.0062628987113578,0.05477449611262343,0.00032340992668492257,0.025454104038126379,1.0
222,608,2,1,8,1.060801747884029,0.95174094090166805,1.0026721251754196,0.0061456092014708363,0.0031773338307750087,0.0051183617669536708,1.0
223,97,1,0,9,1.2517079044579071,0.1180664102167609,0.81933439502282457,0.10635134895454051,0.010627420103697299,0.047190302748754159,1.0
224,97,2,0,8,1.0535332076314683,0.93594343414118075,0.9996948814632145,0.0097678951659272706,0.0039368733891103069,0.007152598718347121,1.0
225,97,1,1,9,1.3324727910827439,0.080969646154301411,0.81139422652067794,0.12323634983568849,0.0087615300944671182,0.055214182098480072,1.0
226,97,2,1,8,1.0442301401181948,0.95365827975381567,1.0015857185126196,0.0095700718666639761,0.0049826336866722887,0.0069707349401740941,1.0
227,1979,1,0,8,1.2112436495755563,0.83573654376384809,1.0090529176674554,0.019491035783548383,0.0052098699081106203,0.011142249247496717,1.0
228,1979,2,0,8,1.0229018650784027,0.90761150412480818,0.98047496770670273,0.0079108985013918998,0.00016605780938272474,0.0044900374655255796,1.0
229,1979,1,1,10,1.1319183274487319,0.071601531297745491,0.84604950111051258,0.0430598288203623,0.00021881640376625322,0.019084600134124059,1.0
230,1979,2,1,8,1.0511990230002495,0.95491619229761948,0.99950366408583491,0.0067616825579707995,0.0027479879086543813,0.0045249528102466645,1.0
231,612,1,0,9,1.2585548232745931,0.50155824371886581,1.0048285912093644,0.027986658562753175,0.004485904130894891,0.016252995902502339,1.0
232,612,2,0,8,1.1432751110349619,0.86421186491608337,1.0069474421302091,0.018858843851932761,0.0069161645555380069,0.013532288753814851,1.0
233,612,1,1,10,1.1099437506453524,0.58432804059454313,0.93806715502481597,0.029349570721644735,0.0073155437992068802,0.016204174283093363,1.0
234,612,2,1,9,1.0254849792320935,0.045906725900136898,0.88492694656958404,0.0112245306415796,0.001679655671213226,0.0061139452495669426,1.0
235,102,1,0,8,1.0704885757920213,0.93603948508256052,1.0000919417544365,0.0084116774531823313,0.0027154763813374005,0.0055618176163881872,1.0
236,102,2,0,8,1.0366555698059996,0.94215541081965115,0.99765637529292794,0.0062893092213847923,0.0021649870410363758,0.0037943286370197542,1.0
237,102,1,1,10,1.1564898648108481,0.27856256699057419,0.87033574272226155,0.0333683300320122,0.0094967639815512137,0.020116366565268048,1.0
238,102,2,1,8,1.0356011144676915,0.96264775594875163,1.0007878551471137,0.0053831807666869236,0.0020747030057709642,0.0038651940412738565,1.0
239,614,1,0,9,1.1751939827497746,0.64376820140745294,0.97120833653745153,0.041719063747061025,0.0017988328856425317,0.026233588939826729,1.0
240,614,2,0,9,1.0720733801820987,0.46007414236785688,0.90963834873848748,0.033654895964266331,0.0064510908058711958,0.017685231928128022,1.0
241,614,1,1,9,1.15045948806266,0.4942730796651737,0.95437376671082341,0.037351597389477152,0.0058685151961426416,0.023969119167597742,1.0
242,614,2,1,8,1.2471616126900236,0.17654242623168598,0.85146815769342576,0.084661741619742298,0.0090637276358186969,0.044118561390627392,1.0
243,1129,1,0,9,3.831150786950495,0.41375599469998309,1.7353113269226861,0.28934264828445405,0.0040787866415148977,0.1454498182426294,1.0
244,1129,2,0,8,1.037732998462916,0.93687358224691808,0.99074274464542855,0.014438420779414984,0.00043978539213787669,0.0039778789143290489,1.0
245,1129,1,1,8,1.0318053753730378,0.96431687569602864,0.99811277117869701,0.0055794600018350127,0.0017995076851026193,0.003397654723166387,1.0
246,1129,2,1,8,2.960207625535404,0.24257256225799509,1.3495826702902369,0.20918675018877048,0.013318309689369201,0.11815155431147503,1.0
247,106,1,0,9,1.1189031178136162,0.20873277876231824,0.85062144148652774,0.048578426177337597,0.0054166524920588321,0.025635957596981944,1.0
248,106,2,0,9,1.1157700249868372,0.1702236355035083,0.89276673859383138,0.015426797898256905,0.0023108972007216551,0.0071744449093367373,1.0
249,106,1,1,10,1.0796510604313361,0.23207303591813422,0.85361756006697875,0.030996237245739511,0.011897717203836339,0.021238406168830107,1.0
250,106,2,1,8,1.0477672997486782,0.95191272628631207,0.99981763954944858,0.010970672638476842,0.0049968194700001356,0.0072507458409756288,1.0
251,1895,1,0,9,1.1581257276825878,0.3557911656480825,0.93647929981520406,0.03000850102537481,0.00069090088689394147,0.015326098280905753,1.0
252,1895,2,0,8,1.0348448647266009,0.97081338067545853,1.0016191736405273,0.0058631735145743269,3.2656105735523466e-05,0.0028230740489740488,1.0
253,1895,1,1,8,1.0222366990988414,0.98063806970552914,0.99942441030088747,0.004998238842560343,0.0022724564484611631,0.0034845244129660252,1.0
254,1895,2,1,8,1.0170227150589701,0.97864412244956367,0.99861241488728836,0.0041461272370130198,0.0017937672540258021,0.0026982630878850562,1.0
255,2305,1,0,10,1.5947329237223213,0.58203054115034969,1.0265949371278098,0.038966812959141117,0.01916293876604299,0.028616342502775616,1.0
256,2305,2,0,9,1.063472020647849,0.014547890350511957,0.88003468969486753,0.034125353444664275,0.00034614747399941415,0.01225962046595234,1.0
257,2305,1,1,10,1.2349258416617808,0.25429616453929288,0.87505405284222049,0.087616135116551669,3.7298556562481711e-05,0.045844529823231991,1.0
258,2305,2,1,9,1.1015434551780328,0.3243785623292253,0.89301179310922407,0.036189066328651931,0.00040650264985891971,0.017843344953278665,1.0
259,2157,1,0,8,2.239502624814258,0.31372170544397232,1.0373898020049688,0.0567315664628565,0.0020226598584099989,0.034407167270468803,1.0
260,2157,2,0,8,1.1135826612049546,0.90313487122964797,1.0040309840448385,0.011940042986849003,0.0046088530485321466,0.0082857949632898463,1.0
261,2157,1,1,9,1.1667301631888252,0.52469561158589528,0.93723932555372136,0.046264295940268679,0.0060906263799303945,0.021612199411546476,1.0
262,2157,2,1,9,2.2036168725894973,0.94814126219642569,1.1779041381750095,0.018089976977937849,0.0043697735919244196,0.0089633131037948482,1.0
263,622,1,0,8,1.0690392997451028,0.952315734026561,1.0037164707279167,0.013943729479273692,0.0035366194449912847,0.0080414968985696948,1.0
264,622,2,0,8,1.524673995260285,0.27277540115427862,0.94172369915189746,0.06049661419428698,0.0023187092809984211,0.02918156823777656,1.0
265,622,1,1,10,1.2247562222452999,0.51840852783518132,0.92596443012836249,0.03724193257040298,0.021684074144091237,0.028999952166707116,1.0
266,622,2,1,8,1.0414241562818836,0.87492518233985461,0.97203961036532205,0.010645190966033835,0.0045612020393833788,0.0082591376002340774,1.0
267,957,1,0,8,1.0347238359784263,0.96688850709803253,0.99715032914816604,0.0077786232284372259,0.0002024985384173339,0.0036819416851591458,1.0
268,957,2,0,8,1.3899131264010467,0.54921591820061078,0.96005372288138768,0.090006185838485242,0.051223092739772637,0.064968336463487458,1.0
269,957,1,1,10,1.5268468539346005,0.66276989421285781,1.0547855202516643,0.15725323924933976,0.0013508684784114544,0.044711123756433525,1.0
270,957,2,1,8,1.017562288857309,0.98270699005019979,0.99915585849147548,0.0038036684568701074,0.0013017802174314086,0.0023840968141686132,1.0
271,1136,1,0,10,1.1405956340984424,0.062676464323303538,0.84469222685594791,0.059225005122104268,0.0054795371546920157,0.037495082473781707,1.0
272,1136,2,0,10,1.1376317267219649,0.1170469731724291,0.84828429742811129,0.059892393006914416,0.0093579895048377382,0.037578649976513244,1.0
273,1136,1,1,10,1.7850604070912233,0.91841105904996678,1.1726332013309235,0.03828256364640651,0.017007945875671698,0.028667201195417935,1.0
274,1136,2,1,9,1.1398804150218778,0.46824684498254976,0.94649492355600728,0.053626006727901687,0.00010469568381977698,0.025688104461777599,1.0
275,625,1,0,9,1.1874081939029211,0.26542554042113059,0.92692679503294073,0.01705824597625584,0.00043015533116440643,0.012365560354630904,1.0
276,625,2,0,8,2.5742996438007459,0.53527701413316309,1.338183758895485,0.10918393406751528,0.047507056037157158,0.075376002508259238,1.0
277,625,1,1,9,1.4614170141642957,0.51093725937986245,1.0009365344838366,0.17777909271923581,0.0001373453773384492,0.077825081156492171,1.0
278,625,2,1,8,1.1526370137052526,0.66506666172090034,0.93893875407434468,0.035437653717180662,0.002791891217505782,0.017183896213807656,1.0
279,1138,1,0,8,1.2966119306154864,0.50788011982764236,0.96135995209767477,0.035411856710640233,0.0031120621691070813,0.014509134179807689,1.0
280,1138,2,0,8,1.0478731881970842,0.95932749253837601,1.0027144174387055,0.006651485435434451,0.0022360283089091215,0.0046729143289426494,1.0
281,1138,1,1,8,1.1187086631319831,0.7940610146788537,0.9703918172174042,0.044709004484929538,0.00014351174398924416,0.013290296373881946,1.0
282,1138,2,1,8,1.031508609461933,0.94930817224537134,0.99729580198348033,0.0062365135779938741,0.0034784498216561266,0.0045808487212989444,1.0
283,2232,1,0,8,1.0867798610369159,0.88878155979395135,0.99937199837763391,0.019561898286731882,0.0047746743636719602,0.010554575469154875,1.0
284,2232,2,0,8,1.1494217298608793,0.90283907124878304,1.0155574865560826,0.025093263086725381,0.011499183087331041,0.01728509039662712,1.0
285,2232,1,1,8,1.1017658042917948,0.79154848166147063,0.94427882107327088,0.027248270853351936,0.013475962096013983,0.017939689034823656,1.0
286,2232,2,1,8,1.3235794920414381,0.96163731262397667,1.0754523852756206,0.016029187044290752,0.0066745848593997292,0.010745938603491432,1.0
287,2164,1,0,9,1.4183557241773885,0.22517272279377151,0.97376159723954758,0.052883382803394441,0.007053483633612273,0.029823549646430303,1.0
288,2164,2,0,8,1.0810727344799818,0.78351855984631191,0.95686612779497993,0.036353563929139798,0.0021165955297340888,0.012655864805425156,1.0
289,2164,1,1,8,1.1217032086251568,0.7739178044440852,0.93766494880079243,0.037112959033562348,0.016082883577182183,0.026586217854778296,1.0
290,2164,2,1,8,1.0732890371292749,0.77402661528276029,0.95089515086759846,0.023842554110153819,0.00051285817202049869,0.014843646396681655,1.0
291,1893,1,0,10,1.164615845440216,0.32438469515797119,0.88397648345152435,0.06344140820852201,0.0052728858769367504,0.041652032658611442,1.0
292,1893,2,0,9,1.4955619997565772,0.52134364115635756,0.95273674156876487,0.051492953885375059,0.012587423233032679,0.032272129027691478,1.0
293,1893,1,1,8,2.7144207758534029,0.55144506939916516,1.156673707878171,0.065944819765748397,0.00078205196917259675,0.024034486767008732,1.0
294,1893,2,1,8,1.3406603523242664,0.32574054201808744,0.88834839190017689,0.07438369756260349,0.0013280700551032039,0.03886182791264392,1.0
295,1142,1,0,9,1.0690918290909097,0.18343380773213724,0.89682330263776067,0.023336613936107642,0.0066334839880206956,0.013334468358003011,1.0
296,1142,2,0,8,1.3908331989587703,0.0048214674960110632,0.83742061374858334,0.094719136401074655,0.0044105575989382096,0.057109072928531956,1.0
297,1142,1,1,9,1.2113906075031722,0.46197174008781328,0.8774430388504777,0.096597078226618671,0.0019553102316168247,0.049294219301889139,1.0
298,1142,2,1,8,1.2554756561074061,0.69675898806114855,0.99852791613573721,0.018523467051541398,0.0050835006677463213,0.013510610256564262,1.0
299,1385,1,0,9,4.0601359169684459,0.70445043987071843,1.481752200717005,0.063976323069287133,0.00028554613912090687,0.035776985639248249,1.0
300,1385,2,0,8,1.0558839161104816,0.94497073076172167,1.0027572240576272,0.010340301116500139,0.0049493320539348296,0.0072207723554189966,1.0
301,1385,1,1,9,1.0417247746577218,0.1083778497388551,0.8936467429985806,0.020932412651379954,0.0027834858873752588,0.011143953153085926,1.0
302,1385,2,1,8,1.3203453624725332,0.72111402467912167,0.98434546863883787,0.062901765312485036,0.00010104183882328824,0.02806888530302637,1.0
303,2493,1,0,10,1.2262932707813015,0.34412259593895012,0.89929175470576794,0.045482657546285554,0.002978933457221548,0.023173136021560133,1.0
304,2493,2,0,8,1.2283729323919794,0.64421569605085593,0.94867636885031859,0.040022288934447314,0.0091741640586269074,0.022059019973938582,1.0
305,2493,1,1,10,1.1579299724012495,0.0039176672298238463,0.84390229229130342,0.075030412378720102,0.0097012828563149411,0.034355770866684315,1.0
306,2493,2,1,8,1.0737486729146553,0.86730986509367891,0.98952917514927741,0.017410303829676843,0.0086790667646060582,0.011842824029886777,1.0
307,122,1,0,10,2.3329082193694788,0.36658598851957214,1.129339801609528,0.18858686793224075,0.045789649423081925,0.084481604213255221,1.0
308,122,2,0,8,1.1519169900103445,0.47043262693416982,0.90464753523726549,0.068275437485646684,0.0022516549960091836,0.025347773869567734,1.0
309,122,1,1,9,1.4054087374041027,0.22262654787170683,0.61614985928394084,0.25829360335768453,0.017640181285364834,0.11423366028144605,1.0
310,122,2,1,8,1.0599116439599332,0.91980908716889243,0.99744513220155062,0.012809352383400419,0.0048220454880765484,0.0077001271957213117,1.0
311,1668,1,0,10,1.4936888790715881,0.97478763527023704,1.09527436948945,0.010396442128029135,0.00035563993991047371,0.006241305773142124,1.0
312,1668,2,0,8,1.1070954145272256,0.84618387002353257,0.99910946794711109,0.014096906919057101,0.006954890893107829,0.0094864888729269681,1.0
313,1668,1,1,8,1.0589963689050714,0.94103808186625548,1.0014132201640824,0.010397319707375452,0.0021822928962971777,0.0060292399316236242,1.0
314,1668,2,1,8,1.1280284135402889,0.92291291108983819,1.0071459459436216,0.016551471787169203,0.0045398002986419758,0.009682186055669225,1.0
315,126,1,0,9,1.0869837318246514,0.25032072400008709,0.91436548606211387,0.019175795659682193,0.001896728322634128,0.0093591807772265626,1.0
316,126,2,0,8,1.0480232012371817,0.94612732826890078,0.99913273353859233,0.011014980481820813,0.0017335891992336649,0.005355111439665227,1.0
317,126,1,1,9,1.042775279028002,0.27183749341161489,0.90984154887458013,0.017484546435272696,0.0016245219976497582,0.009383070287697767,1.0
318,126,2,1,9,1.201249476444695,0.32869444722615659,0.93995972899055025,0.017727493845362499,0.0023901126418288121,0.010446433098499181,1.0
319,1557,1,0,9,1.2189054240576487,0.59608062161262543,0.95813041090655637,0.044291820518979841,0.0012831122464621592,0.020023840880427204,1.0
320,1557,2,0,8,1.0738998930714843,0.82571484773030346,0.95762527154753219,0.021360307096642994,0.0056013381538523935,0.014137141249016449,1.0
321,1557,1,1,10,1.1903962558035819,0.18348047927626729,0.86995378149390989,0.023583589495676294,0.0067894066326703584,0.013257172850296128,1.0
322,1557,2,1,9,1.2797088852552447,0.06734961211402353,0.82779356849324337,0.061985847618153844,0.017548163615327517,0.031293378177348709,1.0
323,129,1,0,9,1.0504569514261801,0.2502672905716733,0.90916560911219413,0.020680728736076317,0.0032284788731739913,0.01314199014075325,1.0
324,129,2,0,8,1.0603177070357073,0.90983004906530651,0.99916282434192749,0.015281925882371539,0.0043693041621359063,0.01032052940491936,1.0
325,129,1,1,9,1.1729440397396906,0.63271736945010693,0.94060395720408374,0.041479308242678717,0.00097783676538476527,0.016797064704553007,1.0
326,129,2,1,8,1.1149806830408611,0.89429868039988591,1.0037914694223982,0.011346082760915532,0.0051101012684672265,0.0078038556310199604,1.0
327,642,1,0,8,1.0374825780957193,0.93200064077642852,0.99773107884403278,0.009180244202961263,0.0028891305395699618,0.0059450562994102524,1.0
328,642,2,0,8,1.0785606898186488,0.92323776608059338,1.0015900583912043,0.014571914148203746,0.0038139113519595202,0.0074380700487605561,1.0
329,642,1,1,8,1.053879128171612,0.88580299094815318,0.99433147072020844,0.010584265159755274,0.0025486338775335404,0.0074866296989088161,1.0
330,642,2,1,8,1.054663290081566,0.95493338231183966,1.0011026947903452,0.007456870442761776,0.0034776390902693799,0.0059302815393586193,1.0
331,131,1,0,9,1.17377782495023,0.4142626386689901,0.93868474624846754,0.065186453532276797,0.0021660727753661999,0.023056223666601303,1.0
332,131,2,0,8,1.2331879468815357,0.80349589893986628,1.0122736903781302,0.024980723349267958,0.0059674095721083953,0.014789264266136746,1.0
333,131,1,1,9,1.1074698049098637,0.18395889173648541,0.85440041967681724,0.052164379585185119,0.00013529052011784781,0.027640905072618387,1.0
334,131,2,1,8,1.1733775261166406,0.88498117596503689,1.0183768464600256,0.023393475788840934,0.0089091517731110792,0.015103249129364159,1.0
335,644,1,0,9,1.1719502534956903,0.53117338846620732,0.96367384617841212,0.041984372344260557,0.0074469780636758354,0.027249501364217537,1.0
336,644,2,0,8,1.0851304649064815,0.94288649172075367,1.0085515787704471,0.013433238991915342,0.0066992490677736105,0.010196561971041056,1.0
337,644,1,1,10,1.0518332213574195,0.8559473855080556,0.97402796539131808,0.019332756036206267,0.0048723809132361073,0.010668039056057154,1.0
338,644,2,1,8,1.183408070189099,0.71240038383789184,0.97850312704338227,0.024220262343522425,0.0055505607629822706,0.012808649923907378,1.0
339,1157,1,0,8,1.7895198428515713,0.037780186087867235,0.97218144516406602,0.030395853670228734,0.00061462978556459102,0.011421503747877856,1.0
340,1157,2,0,8,1.1979198496174743,0.7247667606814715,0.99806080172126244,0.042832031382878499,0.0043283664207918737,0.015291691696574536,1.0
341,1157,1,1,8,1.0518541398861116,0.68986094247679175,0.93082205835885756,0.01686264141969368,0.0056223742735497795,0.010660305028126114,1.0
342,1157,2,1,8,1.2732183130271364,0.61226738718063245,0.96268159214732418,0.042937887288854171,0.002610134493329419,0.015636303910413939,1.0
343,134,1,0,10,1.151020422459974,0.15422306576222658,0.86195942824896876,0.038662994066759326,0.0071834691204367192,0.018426333883058588,1.0
344,134,2,0,8,1.0257930803312632,0.97169189811144074,1.0007858988868232,0.003948905054688312,0.0012752605179163212,0.0027586242093053659,1.0
345,134,1,1,9,1.0360568317140071,0.39569909273677012,0.90807070415280144,0.01445397222736057,0.0011323676520131054,0.0076992465133374028,1.0
346,134,2,1,8,1.1665050580134337,0.81356905017263903,1.0095931362296664,0.027463611359520745,0.0089282470049162205,0.01642840893748565,1.0
347,135,1,0,9,1.3836420473485496,0.22298885705932137,0.83117416647169451,0.093819846188449796,0.015356457952702018,0.041716341995643794,1.0
348,135,2,0,8,1.8426695427869217,0.74948753493097831,1.1362803042351859,0.070625231510827363,0.0059013933756463573,0.034147568692004721,1.0
349,135,1,1,9,1.04101648968474,0.037527100590997599,0.89584662059133846,0.0093233388829643358,0.00023521419870281557,0.0058786839771899461,1.0
350,135,2,1,8,1.7330437154949294,0.075504829161225709,0.81401581697387138,0.14150427829588347,0.0090791213717199108,0.054918530122257898,1.0
351,648,1,0,10,1.0922077910339769,0.1683903664882129,0.84510035151405583,0.018801982793036295,0.00023725338014245889,0.0095892566847996207,1.0
352,648,2,0,9,1.1011067744843517,0.35470550719596122,0.93410450404901424,0.040655895975213407,0.016112240447440418,0.025999459431880978,1.0
353,648,1,1,8,1.1787042581387597,0.26343318803571925,0.85140876240130048,0.023775496564279464,0.0025320172469238122,0.012583764887324163,1.0
354,648,2,1,8,1.0499421848196757,0.9658288513111577,1.001942850003342,0.0086627580158759321,0.0043364486557180837,0.0061455201906858922,1.0
355,1280,1,0,9,1.0530856672194111,0.11952136673725952,0.89814849530803142,0.011413972955783919,0.0010537206079898418,0.0053300464907451682,1.0
356,1280,2,0,8,1.1107843963991315,0.88234706762414006,0.98602603690026347,0.026983009345154019,0.00038755256682203656,0.014741908513704877,1.0
357,1280,1,1,10,1.2637821535851659,0.35074597074234543,0.74255529953398702,0.15357332520117994,0.014368979912832008,0.087171946389726154,1.0
358,1280,2,1,9,1.0531888564835814,0.40495468154969499,0.91928009152343781,0.020549427814037458,0.0011312062182473603,0.012693405867860474,1.0
359,651,1,0,9,1.3502906404889639,0.65854240157310073,0.96141433728091252,0.059742992358239641,0.019145246667517449,0.035451651940379664,1.0
360,651,2,0,9,1.2314187186978824,0.36569148601867407,0.72300792376994116,0.26413512043357751,0.045885183176494954,0.10006940161286584,1.0
361,651,1,1,11,1.3150864314835062,0.12361734079516175,0.69227190737812905,0.1528840931861023,0.032818624679599943,0.10769914039042759,1.0
362,651,2,1,10,1.3560506144319873,0.59140791163871798,0.99460513170285103,0.12018308804030434,0.0095617055377177143,0.067008584797918852,1.0
363,1474,1,0,8,1.0617036645794842,0.80190624347961459,0.95842206309536926,0.01651084089443923,0.0052864840534452284,0.009763968921534711,1.0
364,1474,2,0,8,1.0563225206148117,0.97005065813829683,1.0047618657117154,0.0063188085142008854,0.0022858052921019834,0.0034522768862783049,1.0
365,1474,1,1,8,1.0416819138420268,0.96814350835128904,1.0007918778648346,0.0046230077572768091,0.0012689061988762074,0.0033868424486673144,1.0
366,1474,2,1,8,1.0761842481383839,0.9345032997292253,1.0018782874448471,0.014199313587916762,0.005135426057448933,0.0097113794870707405,1.0
367,654,1,0,9,1.1159481614662927,0.29175507548100021,0.91637220809450126,0.02535170028596373,0.0026676723768177535,0.01411390698340907,1.0
368,654,2,0,8,1.164598229884968,0.92782592055660662,1.015126859365576,0.019952149693852589,0.0034009104246629021,0.009110858602932391,1.0
369,654,1,1,8,1.0550473227396924,0.95259845021883682,1.0009188472324126,0.0069844137769248804,0.0010148176648326346,0.0041465856640966105,1.0
370,654,2,1,8,1.0746381265813212,0.94479952938504852,1.0032332354090912,0.012386872452984421,0.0059446503491103753,0.0091824150641964322,1.0
371,143,1,0,9,7.3858251290960366,0.24257194337191618,2.6742879463456459,0.36360018004015854,0.00082530097235235982,0.16738349662725177,1.0
372,143,2,0,8,1.1963223282874642,0.91097770658211719,1.014359162525208,0.01664538476992003,0.0052795111371015391,0.0096044339901681305,1.0
373,143,1,1,13,1.6653427906060447,0.23169787272014875,0.98824089298867379,0.33764473261221606,0.00577481995435003,0.14321512793409211,1.0
374,1683,1,0,9,1.0834601711172374,0.093027234825790034,0.88849838236110346,0.01032805550749788,0.0024120058662824642,0.0070638941743717924,1.0
375,1683,2,0,8,1.266482826000086,0.76952916330469601,1.0110139161209832,0.016067509510920897,0.0035519215971930862,0.010261963936203827,1.0
376,1683,1,1,9,1.0983805389752654,0.28705818476226136,0.9254278020126997,0.023967648030119911,0.0042351855528585947,0.013091334540011917,1.0
377,1683,2,1,9,1.1970504608918491,0.46669717657394155,0.94253092350441747,0.039348944189493335,0.0027360546283751591,0.015066780740987239,1.0
378,2224,1,0,9,1.3628853347868302,0.50549617571442218,0.9689022575460946,0.015358429901841941,0.00054296925350360865,0.0073917003926460556,1.0
379,2224,2,0,8,1.2683434674482474,0.73514755131164,1.0068029179098912,0.024062232025779978,0.008230889378049111,0.01792507700295895,1.0
380,2224,1,1,10,1.2434714972810901,0.23468658674379389,0.88503295518507397,0.066797487642395348,0.0025238247849622697,0.031175120080786316,1.0
381,2224,2,1,8,1.0350977990919681,0.95012205501766112,0.99768869132556937,0.0047210221464237256,0.00022845378803759697,0.0021773560768476828,1.0
382,1691,1,0,10,1.0432117666992791,0.45146304934936327,0.90007418095178426,0.018000630566741949,0.0037942407115279242,0.010319853413717387,1.0
383,1691,2,0,8,1.4650512785861967,0.22954080741781635,0.89674459846439092,0.093295651390551571,0.0055579581871749162,0.039102538997474227,1.0
384,1691,1,1,10,1.1270122609493001,0.13186877395076893,0.84180457751038207,0.030581020955395319,0.0013090211086155931,0.014012179667004989,1.0
385,1691,2,1,8,1.3345648998472119,0.12193917859401758,0.85941711805825893,0.076417162564873409,4.9707783925254101e-05,0.031007089934024561,1.0
386,1180,1,0,10,1.1334020928814261,0.25745776000768716,0.86599915422909446,0.034580926740153728,0.016833285270197562,0.020905199902695931,1.0
387,1180,2,0,9,1.1025349777373197,0.31351807415941169,0.92150769469179872,0.042823265207497227,0.0039530618599215028,0.021669167530935968,1.0
388,1180,1,1,10,1.4537533620880208,0.59143924219221045,0.97838623683797921,0.058880808935897089,0.019402532221451357,0.036473125292803443,1.0
389,1180,2,1,8,1.0344803573477583,0.96865262735886937,1.0016160021382894,0.0059953948751595154,0.0031739012915241865,0.0042911684814872821,1.0
390,157,1,0,9,2.5324305510892522,0.21637981993140612,1.0327927010048263,0.14691409609749045,0.0033900442594315128,0.07793765543770885,1.0
391,157,2,0,9,1.3254322501916034,0.67680493227849825,0.96442727970552389,0.077181615735274989,0.010106821006693967,0.02770032980182853,1.0
392,157,1,1,9,2.1034409013587316,0.053308422607713346,1.0963432482188322,0.13660917236032771,0.0020229308467706875,0.083425699823288083,1.0
393,157,2,1,9,1.271042661757086,0.30755657537185199,0.9198642066153303,0.053538060608551541,0.0010624861069742919,0.026831191648903258,1.0
394,670,1,0,9,1.0845785336735001,0.20862158725776861,0.90923008145120654,0.030944078982403811,0.0015944481444635783,0.020006306806946664,1.0
395,670,2,0,8,1.0586047670131378,0.94787209781207016,1.0002994592532355,0.0096975848845102519,0.0052516653260467616,0.0072274125555812172,1.0
396,670,1,1,8,1.1429353474623709,0.82870288726374841,0.99938456772663486,0.024162589529066525,0.0097981489947678857,0.017988530972289599,1.0
397,159,1,0,10,1.1791350881330545,0.25796101379498154,0.88486547034208785,0.020984568602467238,0.005012868226199607,0.014651039034116065,1.0
398,159,2,0,8,10.054314454307326,0.64880687698173567,3.2081315291966543,0.12579738444630956,0.011941489280953075,0.04897508764132337,1.0
399,159,1,1,11,1.2727027474098038,0.21208851070137902,0.86191481239334056,0.11863439854178873,0.032958064192325387,0.072703605054897119,1.0
